'Código da unidade geográfica;Situação do setor;Logradouro;Número no logradouro;Complemento;Latitude;Longitude;Localidade;Ponto de referência;Espécie de endereço;Tipo de estabelecimento;Indicador de endereço;Identificação domicílio coletivo;Número da quadra;Número da face;CEP
240200605000038;Urbano;RUA JOAO VITORIANO;208;;;;ACAMPAMENTO;;Domicílio particular;;-;;9;1;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;205;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;REPECAL RENOVADORA DE PNEUS CAICO LTDA;Único;;10;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;207;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;REVENDEDORA DE PNEUS NOVOS PNEUS E CIA;Único;;10;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;118;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;ARMAZEM SAO FRANCISCO REVENDEDORA DE RAC;Único;;11;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;124;;;;ACAMPAMENTO;;Domicílio particular;;-;;11;1;59300000
240200605000038;Urbano;RUA DOUTOR RENATO DANTAS;231;;;;ACAMPAMENTO;;Domicílio particular;;-;;11;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;131;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;135;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;137;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;139;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;141;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;2;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;221;;;;ACAMPAMENTO;;Domicílio particular;;-;;11;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;461;;;;ACAMPAMENTO;;Domicílio particular;;-;;11;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;471;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;483;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;3;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;118;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;ARMAZEM MATERIAL DE TEXTURA DE PAREDES;Único;;12;4;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;102;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;4;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;4;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;472;;;;ACAMPAMENTO;;Domicílio particular;;-;;12;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;113;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;115;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;117;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;119;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;3;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;98;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;4;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;108;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;4;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;88;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;4;59300000
240200605000038;Urbano;RUA INACIO VALE;6;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;1;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;45;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;47;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;49;;;;ACAMPAMENTO;;Domicílio particular;;-;;17;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;85;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;89;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;89A;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;95;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;121;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;2;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;123;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;127B;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;127A;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;127;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;129;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;131;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;133;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;135;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;137;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;139;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;SN;TERREO;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;GARAGEM PARTICULAR;Único;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;143;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;ARMAZEM VENDA DE RACAO;Único;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;155;;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;165;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;165A;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;69;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;71;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;73;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;75;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;79;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;44;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;4;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;42;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;4;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;40;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;4;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;156;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;154;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;150;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;146;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;144;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;144;ANDAR 2 APARTAMENTO 202;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;144;ANDAR 2 APARTAMENTO 201;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;144;ANDAR 1 APARTAMENTO 102;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;144;ANDAR 1 APARTAMENTO 101;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;142;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;173;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;2;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;181;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;2;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;185;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;2;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;189;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;2;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;547;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;GARAGEM PARTICULAR;Único;;14;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;515;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;545;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;549;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;553;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;557;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;559;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;3;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;182;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;4;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;172;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;4;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;133;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;135A;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;135B;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;2;59300000
240200605000038;Urbano;RUA OLEGARIO VALE;135C;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;2;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;501;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;503;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;509;;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;513;ANDAR 2;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;513;TERREO;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;SN;;;;ACAMPAMENTO;;Edificação em construção;;-;;13;3;59300000
240200605000038;Urbano;RUA DOUTOR RENATO DANTAS;20;;;;ACAMPAMENTO;;Domicílio particular;;-;;1;4;59300000
240200605000038;Urbano;RUA DOUTOR RENATO DANTAS;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;2;4;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;3;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;20A;;;;ACAMPAMENTO;;Domicílio particular;;-;;4;2;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;72;;;;ACAMPAMENTO;;Domicílio particular;;-;;5;1;59300000
240200605000038;Urbano;RUA JOAQUIM GORGONIO;SN;ANDAR;;;ACAMPAMENTO;;Domicílio particular;;-;;5;4;59300000
240200605000038;Urbano;RUA INACIO VALE;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;2;3;59300000
240200605000038;Urbano;RUA INACIO VALE;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;2;3;59300000
240200605000038;Urbano;RUA ALBERTO MARIO;25A;;;;CENTRO;;Estabelecimento de outras finalidades;BONELARIA BETAO BONES;Único;;6;3;59300000
240200605000038;Urbano;RUA ALBERTO MARIO;191A;;;;ACAMPAMENTO;;Domicílio particular;;-;;7;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;58;;;;ACAMPAMENTO;;Domicílio particular;;-;;6;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;118A;;;;ACAMPAMENTO;;Domicílio particular;;-;;11;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;118B;;;;ACAMPAMENTO;;Domicílio particular;;-;;11;1;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;SN;;;;ACAMPAMENTO;;Edificação em construção;;-;;11;4;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;513;APARTAMENTO 301;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA JOAO VITORIANO;513;APARTAMENTO 201;;;ACAMPAMENTO;;Domicílio particular;;-;;13;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;142;APARTAMENTO 202;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;142;APARTAMENTO 201;;;ACAMPAMENTO;;Domicílio particular;;-;;14;1;59300000
240200605000038;Urbano;RUA PRETINHO FRADE;189A;;;;ACAMPAMENTO;;Domicílio particular;;-;;14;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;83;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;TRAVESSA FLORISSEL DE MEDEIROS;SN;;;;ACAMPAMENTO;;Domicílio particular;;-;;15;2;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;141;APARTAMENTO 104;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;141;APARTAMENTO 103;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;141;APARTAMENTO 102;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;141;APARTAMENTO 101;;;ACAMPAMENTO;;Domicílio particular;;-;;16;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;87;APARTAMENTO 101;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;87;APARTAMENTO G;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;85;APARTAMENTO 104;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;85;APARTAMENTO 103;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;85;APARTAMENTO 102;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;85;APARTAMENTO 101;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA PRESIDENTE KENNEDY;109;APARTAMENTO 102;;;ACAMPAMENTO;;Domicílio particular;;-;;18;3;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;23B;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;DEPOSITO DE CERAMICAS;Único;;20;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;23C;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;DEPOSITO DE  MATERIAIS DE METAL;Único;;20;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;21;;;;ACAMPAMENTO;;Domicílio particular;;-;;20;2;59300000
240200605000038;Urbano;RUA AUGUSTO MONTEIRO;SN;;;;ACAMPAMENTO;;Estabelecimento de outras finalidades;ARMAZEM DE RACAO;Único;;21;4;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;19;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;150;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;3;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;154A;;;;BOA PASSAGEM;;Estabelecimento de outras finalidades;FABRICA DE BRINDES;Único;;39;3;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;154;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;3;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;20;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;30;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;36;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;40;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;46;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;52;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;38;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;88;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;90;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;96;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;4;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;5;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;15;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;17;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;17A;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;1;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;80;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;2;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;SN;;;;BOA PASSAGEM;;Estabelecimento de ensino;ENSINO FUNDAMENTAL;Único;;40;2;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;188;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;2;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;184;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;2;59300000
240200605000039;Urbano;RUA ENEAS GOMES DE MEDEIROS;180;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;2;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;SN;;;;BOA PASSAGEM;;Estabelecimento de outras finalidades;CENTRO ESPIRITA;Único;;40;3;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;182;;;;BOA PASSAGEM;;Estabelecimento de outras finalidades;MERCEARIA DA GALEGA;Único;;40;3;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;184;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;3;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;518;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;4;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;520;;;;BOA PASSAGEM;;Domicílio particular;;-;;40;4;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;23;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;25;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;28;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;37;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;41;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;43;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;47;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;147;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;143;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;53;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;57;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;2;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;55FNS;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;59;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;37;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;31;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;1;59300000
240200605000039;Urbano;RUA SEVERIANO ALVES DA COSTA;10;;;;BOA PASSAGEM;;Domicílio particular;;-;;39;1;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;54;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;42;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;48;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;40;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;SN;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;32;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;30;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;24;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;20;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;16;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA FRANCISCO SOARES DA CUNHA;16A;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;7;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;10;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;6;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;28;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;6;59300000
240200605000039;Urbano;RUA GETULIO VARGAS;30;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;6;59300000
240200605000039;Urbano;RUA TANCREDO NEVES;251;TERREO;;;BOA PASSAGEM;;Estabelecimento de outras finalidades;LAN HOUSE;Único;;38;5;59300000
240200605000039;Urbano;RUA TANCREDO NEVES;251;ANDAR 1;;;BOA PASSAGEM;;Domicílio particular;;-;;38;5;59300000
240200605000039;Urbano;RUA TANCREDO NEVES;249;;;;BOA PASSAGEM;;Domicílio particular;;-;;38;5;59300000
